OBJECTID_1,NEIGHBOURHOOD_NAME,HOOD_158,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_2023,ASSAULT_2024,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,ASSAULT_RATE_2023,ASSAULT_RATE_2024,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_2023,AUTOTHEFT_2024,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,AUTOTHEFT_RATE_2023,AUTOTHEFT_RATE_2024,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_2023,BIKETHEFT_2024,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BIKETHEFT_RATE_2023,BIKETHEFT_RATE_2024,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_2023,BREAKENTER_2024,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,BREAKENTER_RATE_2023,BREAKENTER_RATE_2024,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_2023,HOMICIDE_2024,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,HOMICIDE_RATE_2023,HOMICIDE_RATE_2024,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_2023,ROBBERY_2024,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,ROBBERY_RATE_2023,ROBBERY_RATE_2024,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_2023,SHOOTING_2024,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,SHOOTING_RATE_2023,SHOOTING_RATE_2024,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_2023,THEFTFROMMV_2024,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTFROMMV_RATE_2023,THEFTFROMMV_RATE_2024,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_2023,THEFTOVER_2024,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,THEFTOVER_RATE_2023,THEFTOVER_RATE_2024,POPULATION_2024,Shape__Area,Shape__Length
11,East Willowdale,152,45,37,56,45,45,55,40,54,58,47,86,284.5579834,231.8586273,346.6419067,278.9486694,279.3296204,341.8697205,248.864563,333.477417,348.6205444,269.8512878,483.4176636,17,19,32,14,14,30,23,47,45,88,41,107.4996872,119.0625381,198.0810852,86.78403473,86.90254211,186.4743958,143.0971222,290.2488708,270.4814453,505.253479,230.4665527,7,10,14,6,1,4,16,12,7,9,7,44.26457596,62.66449356,86.66047668,37.1931572,6.207324505,24.86325264,99.54582214,74.10609436,42.07489395,51.67365265,39.34794998,69,58,54,73,56,54,36,26,40,73,54,436.3222351,363.454071,334.2618408,452.5167236,347.6101685,335.6539001,223.9781036,160.5632019,240.4279633,419.1307373,303.5413208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,14,31,32,23,18,10,12,17,34,94.85266113,112.7960892,86.66047668,192.1646423,198.6343842,142.9636993,111.9890518,61.75508118,72.12838745,97.60578918,191.1186066,1,0,0,0,1,2,2,1,2,1,1,6.323510647,0,0,0,6.207324505,12.43162632,12.44322777,6.175508022,12.02139854,5.741517067,5.621135235,26,20,35,36,37,45,47,54,65,75,53,164.4112854,125.3289871,216.6511841,223.1589355,229.6710052,279.7115784,292.415863,333.477417,390.6954346,430.6137695,297.920166,3,4,3,6,3,9,4,5,13,14,11,18.97053337,25.06579781,18.57010269,37.1931572,18.62197304,55.94231796,24.88645554,30.87754059,78.13908386,80.38123322,61.83248901,17790,3513794.267,7758.01613
12,Yonge-Doris,151,63,70,73,79,89,78,62,71,74,103,98,292.3433838,323.9091187,334.0043945,363.803833,412.4189148,363.8738708,290.4797668,331.203064,337.992157,450.9237366,422.6506348,7,4,4,10,19,26,18,37,42,45,31,32.48259735,18.50909233,18.30161095,46.05111694,88.044487,121.2912827,84.33283234,172.5987854,191.833374,197.0055237,133.6956024,11,14,21,10,13,12,26,13,30,18,14,51.04408264,64.7818222,96.08345795,46.05111694,60.24096298,55.98059464,121.8140945,60.64281464,137.0238495,78.80220795,60.37866211,8,8,12,10,7,22,27,19,17,16,18,37.12297058,37.01818466,54.90483093,46.05111694,32.43744278,102.6310883,126.4992523,88.63180542,77.64684296,70.04640198,77.62970734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.377900124,0,7,10,22,16,27,20,11,25,9,14,21,32.48259735,46.27273178,100.6588593,73.68178558,125.1158447,93.30098724,51.53673172,116.6207962,41.10715103,61.29060364,90.56799316,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.312761307,14,11,15,20,23,70,85,78,71,142,52,64.9651947,50.90000534,68.63104248,92.10223389,106.5801697,326.5534668,398.2383728,363.8568726,324.2897644,621.6618652,224.2635956,4,4,6,7,6,15,9,9,12,18,17,18.56148529,18.50909233,27.45241547,32.23578262,27.80352211,69.97573853,42.16641617,41.98348618,54.80953598,78.80220795,73.31694794,23187,471717.0271,4845.448089
13,Fenside-Parkwoods,150,106,101,120,97,90,105,113,86,103,128,134,494.264679,472.8907166,561.7188721,454.1411133,421.3285828,492.0337524,529.2244263,399.8326416,467.5654907,556.4249878,573.3601685,19,16,17,29,10,21,21,33,37,40,78,88.59461212,74.91338348,79.57683563,135.7741394,46.81428909,98.40674591,98.35144043,153.4241486,167.9604187,173.8827972,333.7469482,1,4,8,8,2,4,2,5,3,7,3,4.662874222,18.72834587,37.44792557,37.45493698,9.362857819,18.74414253,9.366804123,23.24608231,13.61841202,30.42949104,12.83642101,45,35,24,31,44,34,24,20,11,20,9,209.8293457,163.8730164,112.3437729,145.1378784,205.9828644,159.3252106,112.4016495,92.98432922,49.9341774,86.94139862,38.50926208,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,4.681428909,4.686035633,0,4.649216652,0,4.347070217,0,5,17,22,28,16,25,5,8,9,13,11,23.31437111,79.59546661,102.9817886,131.0922852,74.90286255,117.1508865,23.41700935,37.19373322,40.85523605,56.51190948,47.06687927,0,2,2,5,1,1,3,3,3,1,1,0,9.364172935,9.361981392,23.40933609,4.681428909,4.686035633,14.05020618,13.94764996,13.61841202,4.347070217,4.278807163,55,53,44,53,24,74,49,45,59,38,31,256.4580688,248.1505737,205.9635773,248.1389618,112.3542938,346.7666321,229.4866943,209.2147522,267.8287659,165.1886597,132.6430206,5,3,2,5,3,2,1,4,2,7,2,23.31437111,14.04625893,9.361981392,23.40933609,14.04428673,9.372071266,4.683402061,18.59686661,9.078941345,30.42949104,8.557614326,23371,3315516.42,10299.71529
14,Parkwoods-O'Connor Hills,149,47,45,52,56,46,57,37,52,67,96,67,325.4171448,311.8935547,359.463562,387.4092102,318.6919861,395.531189,257.2123718,359.6127319,454.8231506,626.4682617,432.4812927,16,18,11,17,9,8,23,20,37,57,63,110.7803116,124.7574158,76.04036713,117.6063614,62.35277939,55.51314926,159.8887787,138.3125916,251.1710052,371.9655457,406.661499,1,1,1,9,4,2,2,3,0,2,4,6.923769474,6.930967331,6.912760735,62.26219177,27.71234512,13.87828732,13.90337181,20.74688721,0,13.05142307,25.81977844,25,26,22,35,34,34,24,17,18,35,30,173.0942383,180.2051544,152.0807343,242.1307526,235.5549469,235.9308929,166.8404541,117.5656967,122.1912994,228.3999023,193.6483307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.951685905,0,0,0,0,7,1,11,18,6,9,4,16,7,6,7,48.46638489,6.930967331,76.04036713,124.5243835,41.56851959,62.4522934,27.80674362,110.6500702,47.51883698,39.15426636,45.18461227,1,0,2,2,0,0,2,1,2,2,2,6.923769474,0,13.82552147,13.83604336,0,0,13.90337181,6.915629387,13.57681084,13.05142307,12.90988922,37,44,44,50,32,29,37,29,28,27,31,256.1794739,304.9625854,304.1614685,345.901062,221.698761,201.2351685,257.2123718,200.5532532,190.0753479,176.1941986,200.1032715,1,3,1,5,4,3,1,1,1,7,9,6.923769474,20.79290199,6.912760735,34.59010696,27.71234512,20.8174305,6.951685905,6.915629387,6.788405418,45.67997742,58.0945015,15492,4146976.812,11283.2781
15,East L'Amoreaux,148,56,86,82,84,74,89,104,79,77,82,80,246.4680176,382.1542969,366.7427063,376.1586914,331.6898193,399.5869446,466.6188049,351.3140869,337.3346252,345.9039917,334.1687622,7,8,13,11,13,14,14,19,46,53,75,30.8085022,35.5492363,58.14213562,49.2588768,58.26983261,62.85637283,62.81407166,84.49326324,201.5245819,223.5720978,313.2832031,0,2,2,2,4,2,1,2,3,7,3,0,8.887309074,8.944943428,8.956159592,17.92918015,8.979481697,4.486719131,8.89402771,13.14290714,29.52838898,12.5313282,35,50,20,33,35,40,23,14,24,26,36,154.042511,222.182724,89.44944,147.7766266,156.8803253,179.5896301,103.1945419,62.25819397,105.1432571,109.6768723,150.375946,0,0,1,0,0,0,0,0,0,0,1,0,0,4.472471714,0,0,0,0,0,0,0,4.177109241,30,14,17,14,21,44,11,7,7,10,9,132.036438,62.21116257,76.03202057,62.69311905,94.12819672,197.5485992,49.35391235,31.12909698,30.66678429,42.18341446,37.59398651,1,1,2,1,1,3,3,2,2,4,2,4.4012146,4.443654537,8.944943428,4.478079796,4.482295036,13.46922302,13.46015835,8.89402771,8.761938095,16.8733654,8.354218483,44,32,28,26,33,26,34,17,35,40,31,193.6534424,142.1969452,125.2292175,116.4300766,147.9157257,116.7332611,152.5484619,75.59923553,153.3339233,168.7336578,129.490387,3,7,2,3,6,2,2,4,11,6,1,13.2036438,31.10558128,8.944943428,13.43423939,26.89377022,8.979481697,8.973438263,17.78805542,48.19065857,25.31004715,4.177109241,23940,3694316.386,8619.118629
16,L'Amoreaux West,147,69,79,95,103,93,113,85,101,99,119,116,304.2596436,350.9239502,415.5367126,452.8069763,411.104248,502.2891846,379.3626709,448.171814,432.9382935,501.7497864,484.2210693,11,12,15,14,19,26,21,19,31,64,55,48.50515747,53.30490494,65.6110611,61.54657745,83.98903656,115.5709686,93.72489166,84.30954742,135.5665436,269.8486328,229.5875702,2,1,5,7,7,6,5,7,3,8,11,8.819119453,4.442075253,21.87035179,30.77328873,30.94332886,26.67022324,22.31545067,31.06141281,13.11934185,33.7310791,45.9175148,33,34,30,40,41,46,25,17,17,27,41,145.5154724,151.0305634,131.2221222,175.8473663,181.239502,204.4717102,111.5772552,75.43486023,74.34294128,113.842392,171.14711,1,0,1,1,0,0,3,0,1,1,0,4.409559727,0,4.374070644,4.396183968,0,0,13.38927078,0,4.373114109,4.216384888,0,25,24,23,27,22,21,16,8,10,19,28,110.2389984,106.6098099,100.6036224,118.6969681,97.25046539,93.34577942,71.40944672,35.49875641,43.73114014,80.11131287,116.8809509,1,3,5,11,6,6,8,3,4,1,3,4.409559727,13.32622623,21.87035179,48.3580246,26.52285385,26.67022324,35.70472336,13.31203365,17.49245644,4.216384888,12.52295876,36,36,24,33,34,32,39,37,49,47,33,158.7441559,159.9147186,104.9776917,145.0740814,150.2961731,142.2411804,174.0605164,164.1817474,214.2825928,198.1700897,137.7525482,1,2,2,3,3,0,3,3,5,2,9,4.409559727,8.884150505,8.748141289,13.1885519,13.26142693,0,13.38927078,13.31203365,21.86557007,8.432769775,37.56887817,23956,3460788.244,8739.665431
17,Malvern East,146,140,192,167,180,174,216,166,140,129,145,142,514.5923462,713.8077393,626.4771118,673.2747192,648.9389648,803.4817505,615.8640747,514.3087769,464.2291565,501.0712585,484.2119751,18,13,18,27,35,40,42,43,45,65,77,66.16187286,48.33073044,67.5244751,100.9912109,130.5336914,148.792923,155.8210297,157.9662781,161.9403992,224.6181488,262.5656433,5,4,5,3,2,2,3,7,1,6,10,18.37829971,14.87099457,18.7567997,11.22124577,7.459068298,7.439645767,11.13007355,25.71544075,3.598675728,20.73398209,34.0994339,29,22,41,23,33,15,14,20,16,33,14,106.5941315,81.79046631,153.8057556,86.02954865,123.0746307,55.79734421,51.94034195,73.47268677,57.57881165,114.0369034,47.73920822,0,0,4,2,1,0,1,1,1,0,0,0,0,15.00543976,7.480830193,3.729534149,0,3.710024595,3.673634291,3.598675728,0,0,24,28,29,33,32,23,16,22,17,20,17,88.21583557,104.096962,108.7894363,123.4337006,119.3450928,85.55593109,59.36039352,80.81995392,61.17748642,69.11327362,57.9690361,2,4,9,6,7,5,9,4,5,3,5,7.35131979,14.87099457,33.76223755,22.44249153,26.10673904,18.59911537,33.39022064,14.69453716,17.99337769,10.36699104,17.04971695,29,20,27,52,26,36,61,26,72,52,36,106.5941315,74.35497284,101.2867126,194.5015869,96.96788788,133.91362,226.3114929,95.51449585,259.1046448,179.694519,122.7579651,6,1,2,3,5,3,4,2,8,0,7,22.05395889,3.717748642,7.502719879,11.22124577,18.64767075,11.15946865,14.84009838,7.347268581,28.78940582,0,23.86960411,29326,4832296.865,12117.78057
18,Malvern West,145,79,91,113,111,104,120,73,91,84,92,103,422.6632996,490.4867249,612.3997192,604.8716431,569.4885254,661.2298584,403.8057251,501.4050293,454.6192627,479.6413269,531.0099487,7,18,18,30,26,38,24,22,55,55,64,37.4511795,97.01934814,97.55039978,163.4788361,142.3721313,209.3894653,132.7580414,121.2188034,297.6673584,286.7420959,329.947937,2,3,3,4,2,5,4,1,3,2,1,10.70033741,16.16989136,16.25839996,21.79717636,10.95170307,27.55124474,22.12634087,5.509945393,16.23640251,10.42698479,5.155436516,34,21,24,12,31,29,11,14,8,16,17,181.9057312,113.1892395,130.0671997,65.3915329,169.7514038,159.797226,60.84743881,77.13923645,43.29707336,83.4158783,87.64241791,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,10.95170307,5.510249138,0,11.01989079,0,0,0,15,20,34,32,21,25,8,20,15,14,15,80.25252533,107.7992783,184.2618713,174.3774109,114.9928818,137.7562256,44.25268173,110.1989059,81.18200684,72.9888916,77.33154297,2,3,1,2,4,8,6,6,2,3,4,10.70033741,16.16989136,5.419466496,10.89858818,21.90340614,44.0819931,33.18951035,33.05967331,10.82426834,15.64047718,20.62174606,39,32,38,41,42,45,31,24,32,47,27,208.6565704,172.4788513,205.939743,223.4210663,229.9857635,247.9612122,171.4791412,132.2386932,173.1882935,245.0341492,139.1967773,4,3,6,4,11,6,2,2,3,2,5,21.40067482,16.16989136,32.51679993,21.79717636,60.23436737,33.06149292,11.06317043,11.01989079,16.23640251,10.42698479,25.77718163,19397,4029796.085,9154.553288
19,Morningside Heights,144,101,116,86,101,109,112,82,88,101,121,128,381.6793823,439.0613098,325.0066223,383.4909058,416.0464172,429.4313965,315.6274109,336.7776489,380.6723938,438.882843,459.522522,31,23,16,24,46,54,43,76,132,157,129,117.1491165,87.0552597,60.46634674,91.12654877,175.5792236,207.0472717,165.5119324,290.8534241,497.5124512,569.4595337,463.1125488,3,3,1,1,2,0,0,4,2,1,2,11.33701134,11.35503387,3.779146671,3.796939611,7.633879185,0,0,15.30807495,7.538067341,3.627130985,7.180039406,39,40,42,30,45,36,19,25,24,33,39,147.3811493,151.4004517,158.7241669,113.9081879,171.7622833,138.0315247,73.13317871,95.67546844,90.45681,119.6953201,140.0107727,1,0,0,4,0,0,0,1,0,0,0,3.779003859,0,0,15.18775845,0,0,0,3.827018738,0,0,0,15,26,26,24,19,14,16,12,27,23,23,56.68505859,98.41029358,98.2578125,91.12654877,72.52185059,53.67892456,61.5858345,45.92422485,101.7639084,83.42401123,82.57045746,2,5,5,8,2,3,4,3,2,8,12,7.558007717,18.92505646,18.89573288,30.37551689,7.633879185,11.50262642,15.39645863,11.48105621,7.538067341,29.01704788,43.08023834,42,40,39,66,51,46,76,54,55,70,53,158.7181549,151.4004517,147.3867188,250.5980225,194.6639252,176.3736115,292.5327148,206.6590118,207.2968445,253.8991699,190.2710419,7,6,10,6,11,9,7,7,14,16,12,26.45302773,22.71006775,37.79146576,22.78163719,41.98633575,34.50788116,26.94380379,26.78913116,52.76647186,58.03409576,43.08023834,27855,28954808.4,24951.32494
20,West Rouge,143,84,60,61,89,86,74,66,67,62,68,84,399.4293823,285.6598816,284.2365112,414.4546814,399.9255981,344.1540222,306.3782349,308.386261,277.3304749,289.103363,349.4031067,30,29,7,8,14,31,20,38,68,102,83,142.6533508,138.0689392,32.61730576,37.25435257,65.10416412,144.1726379,92.84188843,174.9056396,304.1689148,433.6550293,345.2435303,7,4,12,7,20,8,7,3,4,4,3,33.28578186,19.04399109,55.91538239,32.59756088,93.00595093,37.20584106,32.49466324,13.80834007,17.89228821,17.00607872,12.47868252,36,33,34,41,36,23,19,22,22,26,21,171.184021,157.1129303,158.4269104,190.9285583,167.4107208,106.9667969,88.19979858,101.2611618,98.40758514,110.5395203,87.35077667,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4.642094612,4.602779865,0,4.25151968,0,12,9,9,20,13,20,26,7,14,22,17,57.06134033,42.84897995,41.93653488,93.13588715,60.45386887,93.01460266,120.694458,32.21945953,62.62300873,93.53343964,70.71253204,0,1,1,0,1,3,2,6,3,3,1,0,4.760997772,4.65961504,0,4.650297642,13.9521904,9.284189224,27.61668015,13.41921616,12.75455952,4.15956068,66,30,41,65,56,40,53,31,57,47,39,313.8373718,142.8299408,191.04422,302.6916199,260.4166565,186.0292053,246.0310059,142.6861877,254.9651031,199.8214417,162.2228699,3,2,3,5,5,4,3,4,4,4,4,14.26533508,9.521995544,13.9788456,23.28397179,23.25148773,18.60292053,13.92628384,18.41111946,17.89228821,17.00607872,16.63824272,24041,8582951.743,19556.4294
21,Woburn North,142,155,177,173,185,195,217,185,181,190,187,215,555.7946167,636.0500488,619.7606812,663.8676758,700.7330933,781.5595093,667.3640747,649.4438477,674.8596802,644.6719971,739.4414673,26,16,22,22,25,40,63,56,107,105,84,93.23006439,57.49604797,78.81349945,78.94642639,89.83757019,144.0662689,227.2645264,200.9329071,380.0525818,361.9815979,288.8980713,5,3,2,8,5,4,0,4,9,13,6,17.9288578,10.780509,7.164863586,28.70779037,17.96751404,14.4066267,0,14.35235023,31.96703911,44.81676865,20.63557625,65,89,42,38,61,60,25,28,35,45,30,233.0751648,319.8217773,150.4621277,136.3619995,219.2036743,216.099411,90.1843338,100.4664536,124.3162613,155.134964,103.1778793,1,2,0,0,0,0,1,0,2,2,0,3.585771561,7.187005997,0,0,0,0,3.607373476,0,7.103786469,6.894887447,0,44,40,35,54,38,19,26,12,26,23,27,157.7739563,143.7401123,125.3851089,193.7775879,136.5531158,68.43148041,93.7917099,43.0570488,92.34922028,79.29120636,92.86009216,1,3,2,5,5,2,2,7,7,5,8,3.585771561,10.780509,7.164863586,17.94236946,17.96751404,7.203313351,7.214746952,25.11661339,24.86325264,17.23721886,27.51410103,61,59,55,68,81,99,80,78,104,92,91,218.7320709,212.0166779,197.0337524,244.0162201,291.0737305,356.5640259,288.5898743,279.8708191,369.3968811,317.1648254,312.9729004,8,8,9,14,10,4,13,8,12,10,9,28.68617249,28.74802399,32.24188614,50.2386322,35.93502808,14.4066267,46.89585495,28.70470047,42.62271881,34.47443771,30.95336342,29076,6299193.663,13078.73464
22,Golfdale-Cedarbrae-Woburn,141,198,219,194,222,195,217,167,183,194,195,192,732.2214355,813.0684814,712.9993896,807.4782715,702.7280273,776.5253296,592.7871704,640.2407227,665.0896606,641.2364502,623.4171143,22,19,10,26,33,21,37,51,75,77,62,81.35794067,70.54019165,36.7525444,94.56952667,118.9232025,75.14761353,131.3360748,178.4277344,257.1222839,253.2061768,201.3117676,6,4,15,10,3,2,3,2,2,8,5,22.18852806,14.85056591,55.12881851,36.37289429,10.81120014,7.156915188,10.64887142,6.997166157,6.856594563,26.30713654,16.23482132,55,58,38,48,38,40,40,27,29,24,35,203.3948517,215.3332062,139.659668,174.5898895,136.9418793,143.1383057,141.9849548,94.46174622,99.42061615,78.92140961,113.6437454,2,1,0,0,0,0,1,2,1,1,0,7.396176338,3.712641478,0,0,0,0,3.549623728,6.997166157,3.428297281,3.288392067,0,41,47,38,72,38,47,28,21,15,30,31,151.6216125,174.4941559,139.659668,261.8848572,136.9418793,168.1875153,99.38946533,73.47024536,51.42445755,98.65175629,100.6558838,1,3,1,2,8,11,12,13,7,3,2,3.698088169,11.13792419,3.675254583,7.274579048,28.82986832,39.36303329,42.59548569,45.48157883,23.9980793,9.865176201,6.493927956,36,56,49,48,68,62,64,61,105,76,52,133.1311646,207.9079285,180.0874786,174.5898895,245.0538788,221.8643799,227.1759186,213.4135742,359.9711914,249.9177856,168.8421326,3,5,5,10,4,4,4,5,7,9,6,11.09426403,18.56320763,18.3762722,36.37289429,14.41493416,14.31383038,14.19849491,17.49291611,23.9980793,29.59552765,19.48178482,30798,6035001.795,13482.55653
23,Guildwood,140,51,39,44,44,47,30,37,36,37,56,36,515.2556152,394.5770874,433.454834,434.1819763,464.4268799,297.0885315,367.0635071,355.1346436,359.4326782,524.9835815,334.8214417,2,0,4,5,2,3,11,13,9,23,17,20.20610237,0,39.40498352,49.33885956,19.76284599,29.70885277,109.1269836,128.2430725,87.42957306,215.6182556,158.1101227,3,2,6,2,1,2,4,0,2,2,4,30.3091526,20.23472214,59.10747528,19.7355442,9.881422997,19.80590248,39.68254089,0,19.42879295,18.74941444,37.20238113,13,20,18,10,16,10,3,7,6,9,15,131.3396606,202.347229,177.3224335,98.67771912,158.1027679,99.0295105,29.76190567,69.05396271,58.28638077,84.37236023,139.5089264,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9.902951241,0,19.7297039,0,0,0,16,6,8,10,5,7,3,4,6,1,9,161.648819,60.70417023,78.80996704,98.67771912,49.40711594,69.32065582,29.76190567,39.45940781,58.28638077,9.374707222,83.70536041,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,19.76284599,0,9.920635223,0,9.714396477,0,9.300595284,23,59,31,40,28,28,34,33,52,29,21,232.3701782,596.9243164,305.3886414,394.7108765,276.6798401,277.2826233,337.3015747,325.5401001,505.1486206,271.8665161,195.3125,1,2,1,4,1,1,1,0,2,4,2,10.10305119,20.23472214,9.85124588,39.47108841,9.881422997,9.902951241,9.920635223,0,19.42879295,37.49882889,18.60119057,10752,3806075.711,9795.214708
24,Scarborough Village,139,161,152,191,149,179,174,180,120,156,154,158,948.0068359,897.3905029,1109.884399,864.4195557,1036.959839,1006.478455,1039.80127,687.324585,874.4884644,827.6900024,837.6630249,20,15,9,21,20,20,23,26,25,46,64,117.7648239,88.55827332,52.29821777,121.8309479,115.8614273,115.6871796,132.8634949,148.9203339,140.1423798,247.2320709,339.3065491,2,2,2,7,0,2,9,5,9,6,6,11.77648258,11.80776978,11.62182617,40.61031342,0,11.56871796,51.99006271,28.63852501,50.45125961,32.24766159,31.80998802,50,48,34,32,45,40,28,22,20,35,31,294.4120483,283.3864746,197.5710449,185.6471558,260.6882019,231.3743591,161.7468719,126.0095062,112.1139069,188.1113586,164.3516083,1,0,6,1,0,0,1,0,0,0,3,5.888241291,0,34.86547852,5.801473618,0,0,5.776673794,0,0,0,15.90499401,30,34,25,24,11,28,17,15,9,24,28,176.6472321,200.7320862,145.2728271,139.2353668,63.7237854,161.9620514,98.20345306,85.91557312,50.45125961,128.9906464,148.4466095,1,2,3,5,2,6,3,3,1,2,5,5.888241291,11.80776978,17.43273926,29.00736809,11.58614254,34.70615387,17.3300209,17.18311501,5.605695248,10.74922085,26.50832367,56,24,35,47,53,56,90,62,51,71,50,329.7415161,141.6932373,203.381958,272.6692505,307.0327759,323.9241028,519.9006348,355.1177063,285.8904724,381.5973206,265.0832214,3,2,2,4,4,2,7,6,8,5,7,17.66472435,11.80776978,11.62182617,23.20589447,23.17228508,11.56871796,40.43671799,34.36623001,44.84556198,26.8730526,37.11165237,18862,3151549.077,7924.2972
