OCC_YEAR,OCC_TIME_RANGE,NEIGHBOURHOOD_158
2021,Evening,Kingsview Village-The Westway (6)
2021,Afternoon,Golfdale-Cedarbrae-Woburn (141)
2021,Night,Milliken (130)
2021,Night,Yorkdale-Glen Park (31)
2021,Evening,East Willowdale (152)
2021,Afternoon,Malvern East (146)
2021,Evening,NSA
2021,Afternoon,Humber Summit (21)
2021,Afternoon,Willowridge-Martingrove-Richview (7)
2021,Evening,Rexdale-Kipling (4)
2021,Evening,Elms-Old Rexdale (5)
2021,Night,Englemount-Lawrence (32)
2021,Afternoon,Humber Summit (21)
2021,Evening,Lansing-Westgate (38)
2021,Evening,Glenfield-Jane Heights (25)
2021,Night,Bayview Village (52)
2021,Evening,York University Heights (27)
2021,Night,Maple Leaf (29)
2021,Morning,Humber Heights-Westmount (8)
2021,Night,Yorkdale-Glen Park (31)
2021,Evening,Rosedale-Moore Park (98)
2021,Evening,Lansing-Westgate (38)
2021,Evening,Rustic (28)
2021,Night,Regent Park (72)
2021,Evening,Malvern West (145)
2021,Evening,Yorkdale-Glen Park (31)
2021,Evening,Wexford/Maryvale (119)
2021,Evening,East End-Danforth (62)
2021,Night,South Riverdale (70)
2021,Evening,Humber Heights-Westmount (8)
2021,Evening,Banbury-Don Mills (42)
2021,Night,Humbermede (22)
2021,Night,Black Creek (24)
2021,Evening,Willowridge-Martingrove-Richview (7)
2021,Evening,Playter Estates-Danforth (67)
2021,Afternoon,Black Creek (24)
2021,Evening,Tam O'Shanter-Sullivan (118)
2021,Evening,Harbourfront-CityPlace (165)
2021,Evening,Taylor-Massey (61)
2021,Night,Wychwood (94)
2021,Evening,Oakdale-Beverley Heights (154)
2021,Night,Harbourfront-CityPlace (165)
2021,Evening,Bendale South (157)
2021,Afternoon,Oakwood Village (107)
2021,Evening,Church-Wellesley (167)
2021,Morning,Eglinton East (138)
2021,Evening,Elms-Old Rexdale (5)
2021,Afternoon,Bendale-Glen Andrew (156)
2021,Night,Mount Olive-Silverstone-Jamestown (2)
2021,Afternoon,Dovercourt Village (172)
2021,Morning,Maple Leaf (29)
2021,Night,Taylor-Massey (61)
2021,Afternoon,Agincourt South-Malvern West (128)
2021,Afternoon,New Toronto (18)
2021,Evening,Humber Heights-Westmount (8)
2021,Afternoon,Yorkdale-Glen Park (31)
2021,Night,Bendale-Glen Andrew (156)
2021,Night,Parkwoods-O'Connor Hills (149)
2021,Evening,North St.James Town (74)
2021,Evening,Beechborough-Greenbrook (112)
2021,Night,Banbury-Don Mills (42)
2021,Night,Rockcliffe-Smythe (111)
2021,Night,Eglinton East (138)
2021,Night,Weston-Pelham Park (91)
2021,Night,Dorset Park (126)
2021,Night,New Toronto (18)
2021,Night,Junction-Wallace Emerson (171)
2021,Evening,Mount Olive-Silverstone-Jamestown (2)
2021,Evening,Black Creek (24)
2021,Evening,Glenfield-Jane Heights (25)
2021,Afternoon,Humber Heights-Westmount (8)
2021,Night,Elms-Old Rexdale (5)
2021,Night,Black Creek (24)
2021,Evening,Weston (113)
2021,Afternoon,Beechborough-Greenbrook (112)
2021,Afternoon,Kensington-Chinatown (78)
2021,Night,Tam O'Shanter-Sullivan (118)
2021,Evening,Fenside-Parkwoods (150)
2021,Evening,Elms-Old Rexdale (5)
2021,Evening,Mount Olive-Silverstone-Jamestown (2)
2021,Evening,Glenfield-Jane Heights (25)
2021,Afternoon,Golfdale-Cedarbrae-Woburn (141)
2021,Evening,Glenfield-Jane Heights (25)
2021,Afternoon,Glenfield-Jane Heights (25)
2021,Afternoon,Bathurst Manor (34)
2021,Morning,Mount Olive-Silverstone-Jamestown (2)
2021,Evening,Glenfield-Jane Heights (25)
2021,Evening,York University Heights (27)
2021,Evening,Glenfield-Jane Heights (25)
2021,Night,Agincourt South-Malvern West (128)
2021,Afternoon,Dovercourt Village (172)
2021,Evening,Rustic (28)
2021,Night,Bedford Park-Nortown (39)
2021,Evening,Mount Olive-Silverstone-Jamestown (2)
2021,Afternoon,New Toronto (18)
2021,Night,High Park-Swansea (87)
2021,Afternoon,Black Creek (24)
2021,Night,Weston (113)
2021,Night,Glenfield-Jane Heights (25)
2021,Evening,Milliken (130)
2021,Morning,Golfdale-Cedarbrae-Woburn (141)
2021,Evening,Edenbridge-Humber Valley (9)
2021,Morning,Long Branch (19)
2021,Evening,West Rouge (143)
2021,Night,Oakdale-Beverley Heights (154)
2021,Afternoon,Islington (158)
2021,Night,Clairlea-Birchmount (120)
2021,Night,Thistletown-Beaumond Heights (3)
2021,Morning,Blake-Jones (69)
2021,Night,High Park-Swansea (87)
2021,Night,Bayview Village (52)
2021,Night,Rockcliffe-Smythe (111)
2021,Afternoon,Wexford/Maryvale (119)
2021,Afternoon,East End-Danforth (62)
2021,Afternoon,Willowridge-Martingrove-Richview (7)
2021,Night,Eglinton East (138)
2021,Evening,Weston-Pelham Park (91)
2021,Night,Steeles (116)
2021,Evening,Weston-Pelham Park (91)
2021,Night,South Parkdale (85)
2021,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2021,Evening,Tam O'Shanter-Sullivan (118)
2021,Evening,Morningside (135)
2021,Evening,North Riverdale (68)
2021,Evening,Black Creek (24)
2021,Evening,Black Creek (24)
2021,Evening,Rockcliffe-Smythe (111)
2021,Afternoon,Yorkdale-Glen Park (31)
2021,Evening,Mount Olive-Silverstone-Jamestown (2)
2021,Afternoon,Yorkdale-Glen Park (31)
2021,Evening,Junction-Wallace Emerson (171)
2021,Afternoon,Roncesvalles (86)
2021,Evening,North St.James Town (74)
2021,Night,Malvern West (145)
2021,Evening,Elms-Old Rexdale (5)
2021,Evening,Dorset Park (126)
2021,Evening,Glenfield-Jane Heights (25)
2021,Afternoon,Oakridge (121)
2021,Night,Rustic (28)
2021,Evening,Oakdale-Beverley Heights (154)
2021,Morning,L'Amoreaux West (147)
2021,Evening,Edenbridge-Humber Valley (9)
2021,Afternoon,Weston-Pelham Park (91)
2021,Night,Golfdale-Cedarbrae-Woburn (141)
2021,Evening,Humber Summit (21)
2021,Afternoon,Glenfield-Jane Heights (25)
2021,Night,Junction-Wallace Emerson (171)
2021,Night,South Parkdale (85)
2021,Evening,Eglinton East (138)
2021,Night,Malvern West (145)
2021,Evening,Oakridge (121)
2021,Night,Beechborough-Greenbrook (112)
2021,Evening,Wexford/Maryvale (119)
2021,Night,York University Heights (27)
2021,Afternoon,Humbermede (22)
2021,Evening,Elms-Old Rexdale (5)
2021,Morning,Pelmo Park-Humberlea (23)
2021,Evening,Kennedy Park (124)
2021,Night,Kensington-Chinatown (78)
2021,Night,Flemingdon Park (44)
2021,Night,St Lawrence-East Bayfront-The Islands
2021,Evening,Humber Bay Shores (161)
2021,Night,Victoria Village (43)
2021,Night,Beechborough-Greenbrook (112)
2021,Evening,Flemingdon Park (44)
2021,Night,Englemount-Lawrence (32)
2021,Night,Keelesdale-Eglinton West (110)
2021,Night,Oakdale-Beverley Heights (154)
2021,Evening,Rustic (28)
2021,Afternoon,Oakdale-Beverley Heights (154)
2021,Evening,Downtown Yonge East (168)
2021,Evening,Rockcliffe-Smythe (111)
2021,Evening,Humber Heights-Westmount (8)
2021,Evening,West Humber-Clairville (1)
2021,Afternoon,Brookhaven-Amesbury (30)
2021,Night,Flemingdon Park (44)
2021,Evening,Dorset Park (126)
2021,Night,Kensington-Chinatown (78)
2021,Evening,Wexford/Maryvale (119)
2021,Evening,York University Heights (27)
2021,Evening,Milliken (130)
2021,Night,Westminster-Branson (35)
2021,Afternoon,Milliken (130)
2021,Night,Downtown Yonge East (168)
2021,Evening,Mount Dennis (115)
2021,Afternoon,Mimico-Queensway (160)
2021,Night,Kensington-Chinatown (78)
2021,Night,Wellington Place (164)
2021,Afternoon,York University Heights (27)
2021,Evening,Kingsview Village-The Westway (6)
2021,Night,Bendale South (157)
2021,Night,Fort York-Liberty Village (163)
2021,Night,Malvern East (146)
2021,Night,Trinity-Bellwoods (81)
2021,Afternoon,Mimico-Queensway (160)
2021,Night,Leaside-Bennington (56)
2021,Night,Kensington-Chinatown (78)
2021,Evening,Greenwood-Coxwell (65)
2021,Night,Kingsview Village-The Westway (6)
2021,Evening,Malvern East (146)
2021,Night,Morningside (135)
2021,Night,Bendale-Glen Andrew (156)
2021,Night,Kingsview Village-The Westway (6)
2021,Night,Kingsview Village-The Westway (6)
2021,Evening,Englemount-Lawrence (32)
2021,Evening,Humbermede (22)
2021,Evening,Mount Olive-Silverstone-Jamestown (2)
2021,Night,Rustic (28)
2021,Night,Black Creek (24)
2021,Evening,Glenfield-Jane Heights (25)
2021,Afternoon,West Rouge (143)
2021,Evening,Downtown Yonge East (168)
2021,Evening,Milliken (130)
2021,Evening,Don Valley Village (47)
2021,Night,Rustic (28)
2021,Night,Downtown Yonge East (168)
2021,Afternoon,York University Heights (27)
2021,Evening,Yorkdale-Glen Park (31)
2021,Evening,West Humber-Clairville (1)
2021,Afternoon,York University Heights (27)
2021,Evening,Rustic (28)
2021,Evening,Greenwood-Coxwell (65)
2021,Evening,Dorset Park (126)
2021,Afternoon,Glenfield-Jane Heights (25)
2021,Morning,Oakdale-Beverley Heights (154)
2021,Night,Harbourfront-CityPlace (165)
2021,Night,Etobicoke City Centre (159)
2021,Evening,Glenfield-Jane Heights (25)
2021,Evening,East L'Amoreaux (148)
2021,Afternoon,Eglinton East (138)
2021,Night,North Toronto (173)
2021,Afternoon,Harbourfront-CityPlace (165)
2021,Night,Kensington-Chinatown (78)
2021,Afternoon,West Hill (136)
2021,Night,York University Heights (27)
2021,Night,Bedford Park-Nortown (39)
2021,Morning,West Hill (136)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Afternoon,Etobicoke City Centre (159)
2021,Evening,East L'Amoreaux (148)
2021,Evening,Brookhaven-Amesbury (30)
2021,Night,York University Heights (27)
2021,Evening,South Riverdale (70)
2021,Evening,Rockcliffe-Smythe (111)
2021,Night,Etobicoke City Centre (159)
2021,Night,L'Amoreaux West (147)
2021,Night,Mount Dennis (115)
2021,Night,Eringate-Centennial-West Deane (11)
2021,Evening,Morningside (135)
2021,Evening,Woburn North (142)
2021,Morning,Harbourfront-CityPlace (165)
2021,Evening,Agincourt South-Malvern West (128)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Morning,Broadview North (57)
2021,Evening,Oakdale-Beverley Heights (154)
2021,Night,Don Valley Village (47)
2021,Night,Flemingdon Park (44)
2021,Morning,Long Branch (19)
2021,Evening,Moss Park (73)
2021,Night,Wellington Place (164)
2021,Night,Wellington Place (164)
2021,Night,Rustic (28)
2021,Morning,Downtown Yonge East (168)
2021,Evening,Victoria Village (43)
2021,Afternoon,Yorkdale-Glen Park (31)
2021,Evening,Morningside Heights (144)
2021,Evening,Flemingdon Park (44)
2021,Night,Thorncliffe Park (55)
2021,Evening,Eglinton East (138)
2021,Morning,Beechborough-Greenbrook (112)
2021,Night,Woburn North (142)
2021,Afternoon,York University Heights (27)
2021,Evening,Roncesvalles (86)
2021,Night,York University Heights (27)
2021,Evening,West Hill (136)
2021,Evening,Black Creek (24)
2021,Night,Wellington Place (164)
2021,Night,West Rouge (143)
2021,Evening,Glenfield-Jane Heights (25)
2021,Night,Oakdale-Beverley Heights (154)
2021,Evening,Rockcliffe-Smythe (111)
2021,Evening,Newtonbrook East (50)
2021,Night,Wellington Place (164)
2021,Night,York University Heights (27)
2021,Night,West Rouge (143)
2021,Night,Elms-Old Rexdale (5)
2021,Night,Black Creek (24)
2021,Afternoon,Rockcliffe-Smythe (111)
2021,Evening,St Lawrence-East Bayfront-The Islands
2021,Afternoon,Forest Hill North (102)
2021,Afternoon,West Humber-Clairville (1)
2021,Night,Morningside Heights (144)
2021,Night,Malvern West (145)
2021,Evening,Kennedy Park (124)
2021,Night,Black Creek (24)
2021,Night,Black Creek (24)
2021,Evening,Regent Park (72)
2021,Night,Black Creek (24)
2021,Afternoon,Milliken (130)
2021,Evening,Black Creek (24)
2021,Night,Morningside Heights (144)
2021,Night,Kensington-Chinatown (78)
2021,Night,Tam O'Shanter-Sullivan (118)
2021,Night,West Humber-Clairville (1)
2021,Morning,Fenside-Parkwoods (150)
2021,Morning,Yorkdale-Glen Park (31)
2021,Night,Thorncliffe Park (55)
2021,Night,Moss Park (73)
2021,Night,Tam O'Shanter-Sullivan (118)
2021,Morning,Bendale-Glen Andrew (156)
2021,Night,Flemingdon Park (44)
2021,Evening,Weston (113)
2021,Night,Victoria Village (43)
2021,Evening,Eglinton East (138)
2021,Evening,Brookhaven-Amesbury (30)
2021,Evening,West Hill (136)
2021,Afternoon,Humbermede (22)
2021,Night,Clairlea-Birchmount (120)
2021,Evening,Thorncliffe Park (55)
2021,Evening,Kensington-Chinatown (78)
2021,Evening,Malvern East (146)
2021,Night,Rockcliffe-Smythe (111)
2021,Afternoon,South Parkdale (85)
2021,Night,York University Heights (27)
2021,Night,Wellington Place (164)
2021,Evening,Hillcrest Village (48)
2021,Evening,Flemingdon Park (44)
2021,Night,Kensington-Chinatown (78)
2021,Night,University (79)
2021,Afternoon,Harbourfront-CityPlace (165)
2021,Night,York University Heights (27)
2021,Night,Kingsview Village-The Westway (6)
2021,Afternoon,Pelmo Park-Humberlea (23)
2021,Night,Glenfield-Jane Heights (25)
2021,Night,Keelesdale-Eglinton West (110)
2021,Night,Annex (95)
2021,Morning,Oakwood Village (107)
2021,Evening,North St.James Town (74)
2021,Night,Bayview Village (52)
2021,Night,West Humber-Clairville (1)
2021,Evening,Wexford/Maryvale (119)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Night,Malvern West (145)
2021,Evening,O'Connor-Parkview (54)
2021,Night,Dorset Park (126)
2021,Evening,Caledonia-Fairbank (109)
2021,Night,Princess-Rosethorn (10)
2021,Night,Trinity-Bellwoods (81)
2021,Evening,Scarborough Village (139)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Night,Eglinton East (138)
2021,Evening,Lansing-Westgate (38)
2021,Evening,Roncesvalles (86)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Afternoon,West Hill (136)
2021,Night,Caledonia-Fairbank (109)
2021,Evening,Brookhaven-Amesbury (30)
2021,Night,Church-Wellesley (167)
2021,Evening,Oakridge (121)
2021,Night,L'Amoreaux West (147)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Night,Kingsview Village-The Westway (6)
2021,Evening,Danforth East York (59)
2021,Night,West Queen West (162)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Night,Dorset Park (126)
2021,Night,Little Portugal (84)
2021,Night,Woburn North (142)
2021,Night,West Rouge (143)
2021,Evening,Roncesvalles (86)
2021,Evening,Malvern West (145)
2021,Morning,O'Connor-Parkview (54)
2021,Night,Woburn North (142)
2021,Morning,Woburn North (142)
2021,Night,West Rouge (143)
2021,Evening,Woburn North (142)
2021,Night,Downtown Yonge East (168)
2021,Evening,Agincourt South-Malvern West (128)
2021,Night,Agincourt South-Malvern West (128)
2021,Evening,Glenfield-Jane Heights (25)
2021,Night,Black Creek (24)
2021,Evening,Mount Olive-Silverstone-Jamestown (2)
2021,Evening,Flemingdon Park (44)
2021,Evening,Rockcliffe-Smythe (111)
2021,Afternoon,Weston (113)
2021,Night,Fenside-Parkwoods (150)
2021,Afternoon,Junction-Wallace Emerson (171)
2021,Evening,Golfdale-Cedarbrae-Woburn (141)
2021,Afternoon,Golfdale-Cedarbrae-Woburn (141)
2021,Morning,Moss Park (73)
2021,Night,Bendale-Glen Andrew (156)
2021,Afternoon,Woburn North (142)
2021,Evening,Glenfield-Jane Heights (25)
2021,Night,Mount Olive-Silverstone-Jamestown (2)
2021,Night,Dufferin Grove (83)
2021,Evening,Englemount-Lawrence (32)
2021,Morning,Casa Loma (96)
2021,Afternoon,Rockcliffe-Smythe (111)
2021,Night,Westminster-Branson (35)
2021,Night,Oakdale-Beverley Heights (154)
2021,Evening,Rockcliffe-Smythe (111)
2021,Morning,Downtown Yonge East (168)
2021,Evening,Birchcliffe-Cliffside (122)
2021,Evening,Long Branch (19)
2021,Evening,Scarborough Village (139)
2022,Night,Thorncliffe Park (55)
2022,Night,South Riverdale (70)
2022,Afternoon,Pelmo Park-Humberlea (23)
2022,Evening,Alderwood (20)
2022,Afternoon,Humber Bay Shores (161)
2022,Night,Malvern West (145)
2022,Afternoon,Malvern East (146)
2022,Night,York University Heights (27)
2022,Evening,Glenfield-Jane Heights (25)
2022,Evening,Kennedy Park (124)
2022,Afternoon,Dufferin Grove (83)
2022,Evening,Etobicoke City Centre (159)
2022,Afternoon,Moss Park (73)
2022,Night,Thorncliffe Park (55)
2022,Evening,Black Creek (24)
2022,Evening,Rosedale-Moore Park (98)
2022,Evening,York University Heights (27)
2022,Evening,Mount Olive-Silverstone-Jamestown (2)
2022,Night,Weston-Pelham Park (91)
2022,Night,Elms-Old Rexdale (5)
2022,Evening,Broadview North (57)
2022,Evening,Parkwoods-O'Connor Hills (149)
2022,Night,Brookhaven-Amesbury (30)
2022,Night,Brookhaven-Amesbury (30)
2022,Evening,Yonge-Eglinton (100)
2022,Night,York University Heights (27)
2022,Evening,East End-Danforth (62)
2022,Afternoon,Bendale-Glen Andrew (156)
2022,Morning,Rockcliffe-Smythe (111)
2022,Evening,Black Creek (24)
2022,Evening,L'Amoreaux West (147)
2022,Evening,Regent Park (72)
2022,Morning,O'Connor-Parkview (54)
2022,Night,Bridle Path-Sunnybrook-York Mills (41)
2022,Morning,Glenfield-Jane Heights (25)
2022,Evening,L'Amoreaux West (147)
2022,Afternoon,Moss Park (73)
2022,Night,Downsview (155)
2022,Night,Woburn North (142)
2022,Evening,Downtown Yonge East (168)
2022,Night,York University Heights (27)
2022,Evening,South Riverdale (70)
2022,Night,Rockcliffe-Smythe (111)
2022,Evening,Weston-Pelham Park (91)
2022,Evening,Old East York (58)
2022,Afternoon,Humber Summit (21)
2022,Afternoon,Oakridge (121)
2022,Afternoon,York University Heights (27)
2022,Afternoon,Bendale-Glen Andrew (156)
2022,Morning,South Riverdale (70)
2022,Night,South Eglinton-Davisville (174)
2022,Morning,O'Connor-Parkview (54)
2022,Afternoon,Newtonbrook West (36)
2022,Evening,Bayview Village (52)
2022,Afternoon,York University Heights (27)
2022,Night,Brookhaven-Amesbury (30)
2022,Night,York University Heights (27)
2022,Night,Morningside (135)
2022,Afternoon,Bayview Village (52)
2022,Evening,Black Creek (24)
2022,Morning,Wellington Place (164)
2022,Night,Newtonbrook East (50)
2022,Evening,Cliffcrest (123)
2022,Night,Downsview (155)
2022,Afternoon,West Hill (136)
2022,Evening,Fort York-Liberty Village (163)
2022,Evening,Oakdale-Beverley Heights (154)
2022,Night,Bendale-Glen Andrew (156)
2022,Afternoon,Beechborough-Greenbrook (112)
2022,Night,Dorset Park (126)
2022,Afternoon,Weston (113)
2022,Night,Wellington Place (164)
2022,Morning,Kensington-Chinatown (78)
2022,Evening,Wexford/Maryvale (119)
2022,Evening,North Toronto (173)
2022,Night,Humber Bay Shores (161)
2022,Night,York University Heights (27)
2022,Night,Newtonbrook East (50)
2022,Morning,Woburn North (142)
2022,Evening,Greenwood-Coxwell (65)
2022,Night,North St.James Town (74)
2022,Evening,Danforth (66)
2022,Afternoon,Glenfield-Jane Heights (25)
2022,Night,Humewood-Cedarvale (106)
2022,Evening,Newtonbrook East (50)
2022,Evening,Morningside Heights (144)
2022,Night,Mount Olive-Silverstone-Jamestown (2)
2022,Night,Morningside Heights (144)
2022,Afternoon,Guildwood (140)
2022,Evening,Hillcrest Village (48)
2022,Night,Newtonbrook East (50)
2022,Night,Bathurst Manor (34)
2022,Evening,Morningside (135)
2022,Evening,Annex (95)
2022,Evening,Elms-Old Rexdale (5)
2022,Evening,Pelmo Park-Humberlea (23)
2022,Afternoon,North St.James Town (74)
2022,Evening,Morningside (135)
2022,Night,Oakwood Village (107)
2022,Evening,Moss Park (73)
2022,Night,Briar Hill-Belgravia (108)
2022,Afternoon,York University Heights (27)
2022,Evening,Yorkdale-Glen Park (31)
2022,Night,Bay-Cloverhill (169)
2022,Night,Brookhaven-Amesbury (30)
2022,Night,Victoria Village (43)
2022,Night,Regent Park (72)
2022,Afternoon,Kennedy Park (124)
2022,Night,Mount Olive-Silverstone-Jamestown (2)
2022,Night,L'Amoreaux West (147)
2022,Night,Golfdale-Cedarbrae-Woburn (141)
2022,Evening,Eglinton East (138)
2022,Night,Humber Summit (21)
2022,Evening,Wexford/Maryvale (119)
2022,Evening,Fenside-Parkwoods (150)
2022,Night,South Riverdale (70)
2022,Night,Mount Pleasant East (99)
2022,Evening,Elms-Old Rexdale (5)
2022,Night,North St.James Town (74)
2022,Afternoon,Etobicoke West Mall (13)
2022,Afternoon,York University Heights (27)
2022,Night,Dorset Park (126)
2022,Morning,Danforth (66)
2022,Afternoon,Moss Park (73)
2022,Night,University (79)
2022,Evening,High Park-Swansea (87)
2022,Afternoon,Thistletown-Beaumond Heights (3)
2022,Night,Black Creek (24)
2022,Afternoon,Mount Olive-Silverstone-Jamestown (2)
2022,Morning,Oakdale-Beverley Heights (154)
2022,Night,Morningside (135)
2022,Night,Humbermede (22)
2022,Evening,Elms-Old Rexdale (5)
2022,Night,Regent Park (72)
2022,Night,Moss Park (73)
2022,Evening,Malvern East (146)
2022,Night,Weston-Pelham Park (91)
2022,Night,Malvern East (146)
2022,Evening,Oakdale-Beverley Heights (154)
2022,Afternoon,Eglinton East (138)
2022,Night,West Rouge (143)
2022,Evening,Banbury-Don Mills (42)
2022,Evening,Black Creek (24)
2022,Evening,Henry Farm (53)
2022,Morning,Fenside-Parkwoods (150)
2022,Night,Fenside-Parkwoods (150)
2022,Evening,Corso Italia-Davenport (92)
2022,Afternoon,Wexford/Maryvale (119)
2022,Evening,Taylor-Massey (61)
2022,Night,Humbermede (22)
2022,Night,Bendale-Glen Andrew (156)
2022,Night,Dorset Park (126)
2022,Evening,Agincourt South-Malvern West (128)
2022,Evening,Corso Italia-Davenport (92)
2022,Night,Banbury-Don Mills (42)
2022,Afternoon,Moss Park (73)
2022,Evening,Broadview North (57)
2022,Evening,South Riverdale (70)
2022,Night,Humber Summit (21)
2022,Evening,Eringate-Centennial-West Deane (11)
2022,Afternoon,Glenfield-Jane Heights (25)
2022,Evening,Humber Summit (21)
2022,Afternoon,Elms-Old Rexdale (5)
2022,Evening,West Hill (136)
2022,Evening,Princess-Rosethorn (10)
2022,Evening,Humber Summit (21)
2022,Night,Downtown Yonge East (168)
2022,Night,Rockcliffe-Smythe (111)
2022,Night,Rockcliffe-Smythe (111)
2022,Night,Humber Summit (21)
2022,Night,Henry Farm (53)
2022,Evening,North St.James Town (74)
2022,Night,Briar Hill-Belgravia (108)
2022,Morning,High Park-Swansea (87)
2022,Afternoon,West Hill (136)
2022,Evening,Woburn North (142)
2022,Night,Moss Park (73)
2022,Evening,Golfdale-Cedarbrae-Woburn (141)
2022,Afternoon,Black Creek (24)
2022,Afternoon,Banbury-Don Mills (42)
2022,Night,Old East York (58)
2022,Evening,Lansing-Westgate (38)
2022,Night,York University Heights (27)
2022,Evening,Mount Olive-Silverstone-Jamestown (2)
2022,Evening,Kennedy Park (124)
2022,Morning,Clairlea-Birchmount (120)
2022,Evening,Humber Heights-Westmount (8)
2022,Night,Englemount-Lawrence (32)
2022,Afternoon,Rockcliffe-Smythe (111)
2022,Evening,Agincourt South-Malvern West (128)
2022,Afternoon,Yorkdale-Glen Park (31)
2022,Afternoon,Yorkdale-Glen Park (31)
2022,Night,Cliffcrest (123)
2022,Evening,Golfdale-Cedarbrae-Woburn (141)
2022,Evening,Englemount-Lawrence (32)
2022,Evening,Mount Dennis (115)
2022,Evening,West Hill (136)
2022,Evening,Wexford/Maryvale (119)
2022,Night,South Riverdale (70)
2022,Night,Maple Leaf (29)
2022,Morning,Edenbridge-Humber Valley (9)
2022,Evening,Elms-Old Rexdale (5)
2022,Afternoon,St Lawrence-East Bayfront-The Islands
2022,Evening,Flemingdon Park (44)
2022,Night,Yorkdale-Glen Park (31)
2022,Afternoon,Taylor-Massey (61)
2022,Night,Dorset Park (126)
2022,Afternoon,Bendale South (157)
2022,Morning,Edenbridge-Humber Valley (9)
2022,Night,West Humber-Clairville (1)
2022,Evening,Kingsview Village-The Westway (6)
2022,Night,West Rouge (143)
2022,Evening,Woodbine Corridor (64)
2022,Night,Black Creek (24)
2022,Evening,Eglinton East (138)
2022,Evening,Don Valley Village (47)
2022,Night,Roncesvalles (86)
2022,Night,West Humber-Clairville (1)
2022,Morning,Blake-Jones (69)
2022,Evening,Willowridge-Martingrove-Richview (7)
2022,Evening,Thistletown-Beaumond Heights (3)
2022,Evening,St Lawrence-East Bayfront-The Islands
2022,Evening,East End-Danforth (62)
2022,Night,Wellington Place (164)
2022,Night,Wychwood (94)
2022,Night,Annex (95)
2022,Night,Yorkdale-Glen Park (31)
2022,Night,High Park-Swansea (87)
2022,Morning,Regent Park (72)
2022,Evening,Black Creek (24)
2022,Afternoon,St Lawrence-East Bayfront-The Islands
2022,Night,Weston-Pelham Park (91)
2022,Night,Corso Italia-Davenport (92)
2022,Night,Englemount-Lawrence (32)
2022,Evening,West Humber-Clairville (1)
2022,Night,Cliffcrest (123)
2022,Night,Victoria Village (43)
2022,Night,Milliken (130)
2022,Night,Agincourt North (129)
2022,Evening,Rockcliffe-Smythe (111)
2022,Evening,Clairlea-Birchmount (120)
2022,Night,Wexford/Maryvale (119)
2022,Night,Church-Wellesley (167)
2022,Afternoon,Black Creek (24)
2022,Night,Etobicoke City Centre (159)
2022,Night,Malvern East (146)
2022,Morning,Trinity-Bellwoods (81)
2022,Night,Weston (113)
2022,Evening,Thorncliffe Park (55)
2022,Evening,Playter Estates-Danforth (67)
2022,Afternoon,Bayview Village (52)
2022,Night,West Humber-Clairville (1)
2022,Night,Bendale-Glen Andrew (156)
2022,Night,Morningside (135)
2022,Evening,Oakdale-Beverley Heights (154)
2022,Afternoon,Rockcliffe-Smythe (111)
2022,Night,Golfdale-Cedarbrae-Woburn (141)
2022,Evening,Oakdale-Beverley Heights (154)
2022,Night,Clairlea-Birchmount (120)
2022,Night,Mount Olive-Silverstone-Jamestown (2)
2022,Afternoon,O'Connor-Parkview (54)
2022,Morning,Oakdale-Beverley Heights (154)
2022,Evening,Briar Hill-Belgravia (108)
2022,Evening,Eglinton East (138)
2022,Night,Rustic (28)
2022,Night,Golfdale-Cedarbrae-Woburn (141)
2022,Night,Wellington Place (164)
2022,Night,Downtown Yonge East (168)
2022,Evening,Black Creek (24)
2022,Evening,East L'Amoreaux (148)
2022,Afternoon,Glenfield-Jane Heights (25)
2022,Night,Glenfield-Jane Heights (25)
2022,Night,Lansing-Westgate (38)
2022,Night,Glenfield-Jane Heights (25)
2022,Afternoon,Briar Hill-Belgravia (108)
2022,Night,Briar Hill-Belgravia (108)
2022,Night,Wellington Place (164)
2022,Night,Harbourfront-CityPlace (165)
2022,Night,Brookhaven-Amesbury (30)
2022,Morning,Agincourt South-Malvern West (128)
2022,Evening,Briar Hill-Belgravia (108)
2022,Evening,Fort York-Liberty Village (163)
2022,Evening,East Willowdale (152)
2022,Night,Pelmo Park-Humberlea (23)
2022,Night,Briar Hill-Belgravia (108)
2022,Night,York University Heights (27)
2022,Morning,Willowridge-Martingrove-Richview (7)
2022,Night,Yonge-Bay Corridor (170)
2022,Night,Dufferin Grove (83)
2022,Night,Wellington Place (164)
2022,Night,Ionview (125)
2022,Night,Mimico-Queensway (160)
2022,Night,Mount Dennis (115)
2022,Evening,Weston (113)
2022,Evening,Humber Bay Shores (161)
2022,Morning,Leaside-Bennington (56)
2022,Evening,Cliffcrest (123)
2022,Evening,Yorkdale-Glen Park (31)
2022,Night,East L'Amoreaux (148)
2022,Night,Rexdale-Kipling (4)
2022,Night,Kensington-Chinatown (78)
